review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,predicted_sentiment
Edinburgh,airport,G Wiseman,2024-11-23,We have arrived to be greeted by utter carnage due to the Airports poor ability to deal with a bit of snow and slush We landed at and have now been waiting over mins waiting for buses This is Scotland where it snows in Winter right EasyJet have not offered any water but hey feel free to use the loo Fortunately we are not under a tight schedule but many passengers are so we should be compensated in some way If it was a train we could claim Very disappointed in our National Airport,2.0,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,Negative
Unknown,General,Anonymous,,arrived three and a half hours early for flight check in was however a disaster massive queue despite being checked in online it took more than an hour to check in only when i had been in queue for minutes did a staff member arrive to see if i had checked in online the only aspect that was speedy was the actual boarding where unlike most airlines they didnt use the frustrating geoup system and let people board after business class once seated discovered my screen didnt work i alerted cabin crew on two different occasion before take off no apology and little explanation as screen didnt work i couldnt use entertainment system then discovered that power point didnt worn either so i couldnt use my phone as i needed power when i landed then discovered my light didnt work either as no power and finally discovered that my seat didnt recline i alerted egyptian the day i landed on the th and they came back to me today saying they would offer me a discount on my next flight semi automated reply and i dont actually believe they would honour the discount so i would say stay away if the ticket had been cheap it might have been worth it but it wasnt so avoid this unless you really have no other choice,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the immigration line was more than meters long the priority line for wheel chair and pregnant women had only one clerk the regular line really delayed also few clerks attending customers,,,,,,Neutral,Negative
Utair Aviation,airline,D Radojevic,2017-02-09,Usinsk to Vilnius with Utair Aviation Departure on time is about the only thing that is ok with this airline Comfort onboard is non existant since there is no leg room whatsoever Catering has been abolished and they only offer a glass of water for a hrs flight mind you this is not a low cost airline Staff never showed up after the FA buzz button was activated by my neighbor Overall disappointing experience,3.0,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
Unknown,General,Anonymous,,new york jfk to rome via milan first ticketing counter somewhat challenging counter locations at the airport the farthest counter from esomewhatthing around the corner and hidden behind all other counters that you actually have to ask someone to locate by the way they do not affiliate with air italy first i thought it was just at jfk but to my surprise it was the same setup in rome seems like they picked the cheapest counters at the airport second leg room lets start with tight seats with no leg room they do not meet the standard requirements once the seat in front of me is reclined i literally was trapped and could not get up i could not even close the food tray that was jammed on my lap wanted to reach out to flight attendant for help but obviously couldnt reach out the overhead help button no one walked by for hours until dinner time but even then she was not able to help as if people in economy do not matter at all i understand that they have to treat upper class customers better but they cannot ignore economy class to that level third baggage fee no charge for luggage from us to rome but they hit you with no luggage allowed policy for economy unless you pay euro each as if its not the same bag came on the flight in to rome why charge only one leg of the flight when i refused the pay they referred me to the supervisor who finally showed up after half an hour but was not helpful at all in fact she was quite rude and pretty much said to us this the way it is whether you like or not,,,,,,Neutral,Negative
Unknown,General,Anonymous,,how is this the airport in one of the most expensive cities in the us wifi didnt work there were only two food options and one of them didnt even have a vegetarian option and in a lot of gates people were sitting on the floor,,,,,,Neutral,Negative
Unknown,General,Anonymous,,bad attitude from airport staff in bag checking refuse to inform all people to push the tray into belt he only selectively help some and sarcastically told some passengers that we need to push it into tray is it that hard for u to tell upfront not all passengers understand what you want shopping here is adequate except that they do not offer any plastic packaging for any liquor purchase,,,,,,Neutral,Negative
Unknown,General,Anonymous,,bad attitude from airport staff in bag checking refuse to inform all people to push the tray into belt he only selectively help some and sarcastically told some passengers that we need to push it into tray is it that hard for u to tell upfront not all passengers understand what you want shopping here is adequate except that they do not offer any plastic packaging for any liquor purchase,,,,,,Neutral,Negative
Unknown,General,Anonymous,,quite simply an mediocre airport for its customers considering that it is an international terminal immigration and security staff are brusque bordering on rude and appear to express acceptable delight in confiscating power banks mine was only a few months old terminal is modern toilets were somewhat clean with paper and bidets however airside there is only one starbucks and a noodle shop and a guest lounge that closes at midnight i arrived there at and they wanted usd for minutes and most of the few shops close at midnight flights depart regularly throughout the night but the facilities are not there if you have a departure in the early hours the seating airside is sparse ill rarely use this airport again oh and you can not buy alcoholic drinks anywhere in the facility,,,,,,Neutral,Positive
Unknown,General,Anonymous,,how is this the airport in one of the most expensive cities in the us wifi didnt work there were only two food options and one of them didnt even have a vegetarian option and in a lot of gates people were sitting on the floor,,,,,,Neutral,Negative
Unknown,General,Anonymous,,bad attitude from airport staff in bag checking refuse to inform all people to push the tray into belt he only selectively help some and sarcastically told some passengers that we need to push it into tray is it that hard for u to tell upfront not all passengers understand what you want shopping here is okay except that they do not offer any plastic packaging for any liquor purchase,,,,,,Neutral,Negative
Unknown,General,Anonymous,,i felt this is a sort of makeshift airport a lot of missing and confusing information and works in progress somewhat somewhat limited seats after i cleared security which was quick i felt i was on a war scene with dozens and dozens of customers seating on the floor some of them even playing cards or having snacks seems they are used to this kind of situation gate is confusing the announcements in english are somewhat below average and one can almost not understand anything the only somewhat positive thing from this airport is that public transport is free on weekends both ways tip local cafes serve the same quality cafe latte and snacks for half of the price if compared to international brands,,,,,,Neutral,Negative
South African Airways,airline,K Sea,2020-04-06,Very poor customer service I could talk to a real person And the one time I did I was given a number that goes straight to voicemail dont even bother leaving a message because they dont return calls and reply to your emails,1.0,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,Negative
Unknown,General,Anonymous,,how is this the airport in one of the most expensive cities in the us wifi didnt work there were only two food options and one of them didnt even have a vegetarian option and in a lot of gates people were sitting on the floor,,,,,,Neutral,Negative
Unknown,General,Anonymous,,new york jfk to rome via milan first ticketing counter somewhat difficult counter locations at the airport the farthest counter from esomewhatthing around the corner and hidden behind all other counters that you actually have to ask someone to locate by the way they do not affiliate with air italy first i thought it was just at jfk but to my surprise it was the same setup in rome seems like they picked the cheapest counters at the airport second leg room lets start with tight seats with no leg room they do not meet the standard requirements once the seat in front of me is reclined i literally was trapped and could not get up i could not even close the food tray that was jammed on my lap wanted to reach out to flight attendant for help but obviously couldnt reach out the overhead help button no one walked by for hours until dinner time but even then she was not able to help as if people in economy do not matter at all i understand that they have to treat upper class customers better but they cannot ignore economy class to that level third baggage fee no charge for luggage from us to rome but they hit you with no luggage allowed policy for economy unless you pay euro each as if its not the same bag came on the flight in to rome why charge only one leg of the flight when i refused the pay they referred me to the supervisor who finally showed up after half an hour but was not helpful at all in fact she was quite rude and pretty much said to us this the way it is whether you like or not,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the domestic terminal of this airport remains crowded it doesnt have boarding bridge and thus passengers have to take bus services to the aircraft,,,,,,Neutral,Negative
Unknown,General,Anonymous,,what an absolute shambles is taxi drop off and pick up they are now at the midterm car park where one is promised a shuttle bus that doesnt come on wednesday the st of february at pm there was a queue of people waiting for the bus it simply didnt come i had to make it by foot a good min walk if not more with a toddler and luggage to where our taxi was waiting the whole arrangement is chaotic and confusing the whole thing is in disarray same story when we arrived at the airport but it was raining so we had the privilege to walk to the terminal on the rain suitcase children and adults got soaked in the process i bet the ceo of the airport doesnt get to experience this what a mess this is i would give them stars if i could,,,,,,Neutral,Negative
Unknown,General,Anonymous,,waited over minutes for buses then another half an hour at passport control electronic barriers not working long queues at midnight with tired kids screaming passport control felt like ages i will do my acceptable to avoid this airport in the future,,,,,,Neutral,Negative
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the white trays to put your belongings in for checking at departure were filthy black greasy marks all over them i was required to put my light coloured summer jacket in one next time i will wear an old mac,,,,,,Neutral,Negative
Unknown,General,Anonymous,,this has got to be without doubt the suboptimal airport in the world queues esomewhatwhere inside and outside the building it has looked like an ongoing building site for years access subpar hideously expensive quick drop off car park the min free car park is just far enough away to mean you cannot get to the terminal and back before having to pay the check in queues seem to be esomewhatwhere the escalators are intermittently out of service the signage is subpar or non existent in places one of the few airports i have been through recently where you still have to pay for a trolley not that you would be able to push one through the crowds there is not enough seating in the duty free area it is hardly esomewhat possible to get on a plane without going through a basement holding are to get on an overcrowded bus to be taken practically to the other side of the airport on arrival you are invariably also put on a bus and taken to a little flight of stairs like a trademans entrance this is a shocking way to welcome visitors to the uk,,,,,,Neutral,Negative
Unknown,General,Anonymous,,arrivals to new terminal departures from old one heavy congestion could be at customs especially if there are flights there at the same time wifi is unreliable,,,,,,Neutral,Negative
Unknown,General,Anonymous,,my sisterinlaw sister and yearold mother flew into orlando airport last night i picked them up the flight was on time but my yearold mother is unable to walk a young man came with a wheelchair to help us get her to the parking area he rushed ahead of us and got on an elevator as others crowded into the elevator behind him we were unable to get on so my sister jumped on the elevator with him with barely any room left for her to fit and my husband told him to wait on the second floor for us the rest of us got on the next elevator the young man took my mother and led my sister somewhere other than where we requested it took us two hours to find them and the airport staff were little help when we would ask anyone for help theyd just quickly tell us a location and go back to what they were doing by the time we found them we were all somewhat stressed out as my mothers health is not good and she suffers from alzheimers disease i will not recommend this airport to anyone again,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the white trays to put your belongings in for checking at departure were filthy black greasy marks all over them i was required to put my light coloured summer jacket in one next time i will wear an old mac,,,,,,Neutral,Negative
Unknown,General,Anonymous,,quite simply an mediocre airport for its customers considering that it is an international terminal immigration and security staff are brusque bordering on rude and appear to express satisfactory delight in confiscating power banks mine was only a few months old terminal is modern toilets were somewhat clean with paper and bidets however airside there is only one starbucks and a noodle shop and a guest lounge that closes at midnight i arrived there at and they wanted usd for minutes and most of the few shops close at midnight flights depart regularly throughout the night but the facilities are not there if you have a departure in the early hours the seating airside is sparse ill rarely use this airport again oh and you can not buy alcoholic drinks anywhere in the facility,,,,,,Neutral,Positive
Unknown,General,Anonymous,,had the misfortune to travel through this cow shed last week the small quantity of multitasking staff there are more than happy to do as little as possible and ensure that esomewhatone has an unpleasant experience the customs and security staff especially behave as if they are secret police in charge of the white house rather than some backwater airfield you have to queue too long for esomewhatthing if you have to check a bag in you will have to show your passport and boarding pass to separate people at different stages who are all within meters of each other what is the point of this just jobs for the boys no doubt when you have reached the departure lounge you find not enough seats small air conditioners which are all useless you will only find a couple of vending machines which dont accept notes only coins i had to go back out through security to get some change for the vending machines the security staff members i tried talking to refused to speak english to me when only minutes earlier i had heard them talking decent english with another passenger finally i found someone who would talk english and explained to them why i needed to return land side all in all a somewhat unpleasant experience i recommend anyone not to use this pathetic excuse of an airport,,,,,,Neutral,Negative
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,Negative
Unknown,General,Anonymous,,my sisterinlaw sister and yearold mother flew into orlando airport last night i picked them up the flight was on time but my yearold mother is unable to walk a young man came with a wheelchair to help us get her to the parking area he rushed ahead of us and got on an elevator as others crowded into the elevator behind him we were unable to get on so my sister jumped on the elevator with him with barely any room left for her to fit and my husband told him to wait on the second floor for us the rest of us got on the next elevator the young man took my mother and led my sister somewhere other than where we requested it took us two hours to find them and the airport staff were little help when we would ask anyone for help theyd just quickly tell us a location and go back to what they were doing by the time we found them we were all somewhat stressed out as my mothers health is not good and she suffers from alzheimers disease i will not recommend this airport to anyone again,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the white trays to put your belongings in for checking at departure were filthy black greasy marks all over them i was required to put my light coloured summer jacket in one next time i will wear an old mac,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the domestic terminal of this airport remains crowded it doesnt have boarding bridge and thus passengers have to take bus services to the aircraft,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,Positive
Unknown,General,Anonymous,,i recently flew from montreal to halifax paying nearly for my ticket on my outbound flight there were no issues with my cabin baggage however on my return two flight attendants who stated they dont speak french and dont have to insisted i pay an extra fee for my backpack when i questioned the inconsistency they resorted to threats saying i wouldnt be allowed to board if i refused to pay the inconsistent baggage policy feels like a cash grab i expected better service professionalism and respect from this airline,,,,,,Neutral,Negative
Unknown,General,Anonymous,,how is this the airport in one of the most expensive cities in the us wifi didnt work there were only two food options and one of them didnt even have a vegetarian option and in a lot of gates people were sitting on the floor,,,,,,Neutral,Negative
Unknown,General,Anonymous,,how is this the airport in one of the most expensive cities in the us wifi didnt work there were only two food options and one of them didnt even have a vegetarian option and in a lot of gates people were sitting on the floor,,,,,,Neutral,Negative
Unknown,General,Anonymous,,quite simply an mediocre airport for its customers considering that it is an international terminal immigration and security staff are brusque bordering on rude and appear to express acceptable delight in confiscating power banks mine was only a few months old terminal is modern toilets were somewhat clean with paper and bidets however airside there is only one starbucks and a noodle shop and a guest lounge that closes at midnight i arrived there at and they wanted usd for minutes and most of the few shops close at midnight flights depart regularly throughout the night but the facilities are not there if you have a departure in the early hours the seating airside is sparse ill rarely use this airport again oh and you can not buy alcoholic drinks anywhere in the facility,,,,,,Neutral,Positive
Unknown,General,Anonymous,,what an absolute shambles is taxi drop off and pick up they are now at the midterm car park where one is promised a shuttle bus that doesnt come on wednesday the st of february at pm there was a queue of people waiting for the bus it simply didnt come i had to make it by foot a good min walk if not more with a toddler and luggage to where our taxi was waiting the whole arrangement is chaotic and confusing the whole thing is in disarray same story when we arrived at the airport but it was raining so we had the privilege to walk to the terminal on the rain suitcase children and adults got soaked in the process i bet the ceo of the airport doesnt get to experience this what a mess this is i would give them stars if i could,,,,,,Neutral,Negative
Unknown,General,Anonymous,,bad attitude from airport staff in bag checking refuse to inform all people to push the tray into belt he only selectively help some and sarcastically told some passengers that we need to push it into tray is it that hard for u to tell upfront not all passengers understand what you want shopping here is okay except that they do not offer any plastic packaging for any liquor purchase,,,,,,Neutral,Negative
Unknown,General,Anonymous,,waited over minutes for buses then another half an hour at passport control electronic barriers not working long queues at midnight with tired kids screaming passport control felt like ages i will do my acceptable to avoid this airport in the future,,,,,,Neutral,Negative
Unknown,General,Anonymous,,it is unbelievable how french authorities at lyon airport seem to have fun by creating difficulties and causing passengers to waste time at passport control it makes absolutely no sense leaving egates unavailable even for eu passport holders asking all passengers to queue and wait quite long time because there are only or officers available,,,,,,Neutral,Negative
Unknown,General,Anonymous,,my sisterinlaw sister and yearold mother flew into orlando airport last night i picked them up the flight was on time but my yearold mother is unable to walk a young man came with a wheelchair to help us get her to the parking area he rushed ahead of us and got on an elevator as others crowded into the elevator behind him we were unable to get on so my sister jumped on the elevator with him with barely any room left for her to fit and my husband told him to wait on the second floor for us the rest of us got on the next elevator the young man took my mother and led my sister somewhere other than where we requested it took us two hours to find them and the airport staff were little help when we would ask anyone for help theyd just quickly tell us a location and go back to what they were doing by the time we found them we were all somewhat stressed out as my mothers health is not good and she suffers from alzheimers disease i will not recommend this airport to anyone again,,,,,,Neutral,Negative
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,Negative
Unknown,General,Anonymous,,quite simply an mediocre airport for its customers considering that it is an international terminal immigration and security staff are brusque bordering on rude and appear to express acceptable delight in confiscating power banks mine was only a few months old terminal is modern toilets were somewhat clean with paper and bidets however airside there is only one starbucks and a noodle shop and a guest lounge that closes at midnight i arrived there at and they wanted usd for minutes and most of the few shops close at midnight flights depart regularly throughout the night but the facilities are not there if you have a departure in the early hours the seating airside is sparse ill seldom use this airport again oh and you can not buy alcoholic drinks anywhere in the facility,,,,,,Neutral,Positive
Unknown,General,Anonymous,,new york jfk to rome via milan first ticketing counter somewhat challenging counter locations at the airport the farthest counter from esomewhatthing around the corner and hidden behind all other counters that you actually have to ask someone to locate by the way they do not affiliate with air italy first i thought it was just at jfk but to my surprise it was the same setup in rome seems like they picked the cheapest counters at the airport second leg room lets start with tight seats with no leg room they do not meet the standard requirements once the seat in front of me is reclined i literally was trapped and could not get up i could not even close the food tray that was jammed on my lap wanted to reach out to flight attendant for help but obviously couldnt reach out the overhead help button no one walked by for hours until dinner time but even then she was not able to help as if people in economy do not matter at all i understand that they have to treat upper class customers better but they cannot ignore economy class to that level third baggage fee no charge for luggage from us to rome but they hit you with no luggage allowed policy for economy unless you pay euro each as if its not the same bag came on the flight in to rome why charge only one leg of the flight when i refused the pay they referred me to the supervisor who finally showed up after half an hour but was not helpful at all in fact she was quite rude and pretty much said to us this the way it is whether you like or not,,,,,,Neutral,Negative
Unknown,General,Anonymous,,new york jfk to rome via milan first ticketing counter somewhat challenging counter locations at the airport the farthest counter from esomewhatthing around the corner and hidden behind all other counters that you actually have to ask someone to locate by the way they do not affiliate with air italy first i thought it was just at jfk but to my surprise it was the same setup in rome seems like they picked the cheapest counters at the airport second leg room lets start with tight seats with no leg room they do not meet the standard requirements once the seat in front of me is reclined i literally was trapped and could not get up i could not even close the food tray that was jammed on my lap wanted to reach out to flight attendant for help but obviously couldnt reach out the overhead help button no one walked by for hours until dinner time but even then she was not able to help as if people in economy do not matter at all i understand that they have to treat upper class customers better but they cannot ignore economy class to that level third baggage fee no charge for luggage from us to rome but they hit you with no luggage allowed policy for economy unless you pay euro each as if its not the same bag came on the flight in to rome why charge only one leg of the flight when i refused the pay they referred me to the supervisor who finally showed up after half an hour but was not helpful at all in fact she was quite rude and pretty much said to us this the way it is whether you like or not,,,,,,Neutral,Negative
Unknown,General,Anonymous,,somewhat subpar customer service i could talk to a real person and the one time i did i was given a number that goes straight to voicemail dont even bother leaving a message because they dont return calls and reply to your emails,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the white trays to put your belongings in for checking at departure were filthy black greasy marks all over them i was required to put my light coloured summer jacket in one next time i will wear an old mac,,,,,,Neutral,Negative
Unknown,General,Anonymous,,what an absolute shambles is taxi drop off and pick up they are now at the midterm car park where one is promised a shuttle bus that doesnt come on wednesday the st of february at pm there was a queue of people waiting for the bus it simply didnt come i had to make it by foot a good min walk if not more with a toddler and luggage to where our taxi was waiting the whole arrangement is chaotic and confusing the whole thing is in disarray same story when we arrived at the airport but it was raining so we had the privilege to walk to the terminal on the rain suitcase children and adults got soaked in the process i bet the ceo of the airport doesnt get to experience this what a mess this is i would give them stars if i could,,,,,,Neutral,Negative
Unknown,General,Anonymous,,one of the suboptimal airlines i have ever encountered the unprofessional staff do not know how to speak in a respectful manner and have no manners at all they suddenly changed my reserved seat to give it to someone else without even asking in a professional manner they had done the same on a few previous occasions as well also some passengers not all who travel are thirdclass and do not know how to act in a decent manner toward other people if you want a good calm travel experience seldom use this airline,,,,,,Neutral,Positive
Unknown,General,Anonymous,,arrived three and a half hours early for flight check in was however a disaster massive queue despite being checked in online it took more than an hour to check in only when i had been in queue for minutes did a staff member arrive to see if i had checked in online the only aspect that was speedy was the actual boarding where unlike most airlines they didnt use the frustrating geoup system and let people board after business class once seated discovered my screen didnt work i alerted cabin crew on two different occasion before take off no apology and little explanation as screen didnt work i couldnt use entertainment system then discovered that power point didnt worn either so i couldnt use my phone as i needed power when i landed then discovered my light didnt work either as no power and finally discovered that my seat didnt recline i alerted egyptian the day i landed on the th and they came back to me today saying they would offer me a discount on my next flight semi automated reply and i dont actually believe they would honour the discount so i would say stay away if the ticket had been cheap it might have been worth it but it wasnt so avoid this unless you really have no other choice,,,,,,Neutral,Negative
Unknown,General,Anonymous,,it is unbelievable how french authorities at lyon airport seem to have fun by creating difficulties and causing passengers to waste time at passport control it makes absolutely no sense leaving egates unavailable even for eu passport holders asking all passengers to queue and wait quite long time because there are only or officers available,,,,,,Neutral,Negative
Unknown,General,Anonymous,,used airport twice this month feb other then being a bit short on eating places and those open were expensive passport check and luggage presented quickly,,,,,,Neutral,Negative
Unknown,General,Anonymous,,i felt this is a sort of makeshift airport a lot of missing and confusing information and works in progress somewhat somewhat limited seats after i cleared security which was quick i felt i was on a war scene with dozens and dozens of customers seating on the floor some of them even playing cards or having snacks seems they are used to this kind of situation gate is confusing the announcements in english are somewhat below average and one can almost not understand anything the only somewhat positive thing from this airport is that public transport is free on weekends both ways tip local cafes serve the same quality cafe latte and snacks for half of the price if compared to international brands,,,,,,Neutral,Negative
Unknown,General,Anonymous,,what an absolute shambles is taxi drop off and pick up they are now at the midterm car park where one is promised a shuttle bus that doesnt come on wednesday the st of february at pm there was a queue of people waiting for the bus it simply didnt come i had to make it by foot a good min walk if not more with a toddler and luggage to where our taxi was waiting the whole arrangement is chaotic and confusing the whole thing is in disarray same story when we arrived at the airport but it was raining so we had the privilege to walk to the terminal on the rain suitcase children and adults got soaked in the process i bet the ceo of the airport doesnt get to experience this what a mess this is i would give them stars if i could,,,,,,Neutral,Negative
Unknown,General,Anonymous,,i recently flew from montreal to halifax paying nearly for my ticket on my outbound flight there were no issues with my cabin baggage however on my return two flight attendants who stated they dont speak french and dont have to insisted i pay an extra fee for my backpack when i questioned the inconsistency they resorted to threats saying i wouldnt be allowed to board if i refused to pay the inconsistent baggage policy feels like a cash grab i expected better service professionalism and respect from this airline,,,,,,Neutral,Negative
Unknown,General,Anonymous,,it is unbelievable how french authorities at lyon airport seem to have fun by creating difficulties and causing passengers to waste time at passport control it makes absolutely no sense leaving egates unavailable even for eu passport holders asking all passengers to queue and wait quite long time because there are only or officers available,,,,,,Neutral,Negative
Unknown,General,Anonymous,,quite simply an average airport for its customers considering that it is an international terminal immigration and security staff are brusque bordering on rude and appear to express satisfactory delight in confiscating power banks mine was only a few months old terminal is modern toilets were somewhat clean with paper and bidets however airside there is only one starbucks and a noodle shop and a guest lounge that closes at midnight i arrived there at and they wanted usd for minutes and most of the few shops close at midnight flights depart regularly throughout the night but the facilities are not there if you have a departure in the early hours the seating airside is sparse ill rarely use this airport again oh and you can not buy alcoholic drinks anywhere in the facility,,,,,,Neutral,Positive
Unknown,General,Anonymous,,bad attitude from airport staff in bag checking refuse to inform all people to push the tray into belt he only selectively help some and sarcastically told some passengers that we need to push it into tray is it that hard for u to tell upfront not all passengers understand what you want shopping here is okay except that they do not offer any plastic packaging for any liquor purchase,,,,,,Neutral,Negative
Unknown,General,Anonymous,,had the misfortune to travel through this cow shed last week the small quantity of multitasking staff there are more than happy to do as little as possible and ensure that esomewhatone has an unpleasant experience the customs and security staff especially behave as if they are secret police in charge of the white house rather than some backwater airfield you have to queue too long for esomewhatthing if you have to check a bag in you will have to show your passport and boarding pass to separate people at different stages who are all within meters of each other what is the point of this just jobs for the boys no doubt when you have reached the departure lounge you find not enough seats small air conditioners which are all useless you will only find a couple of vending machines which dont accept notes only coins i had to go back out through security to get some change for the vending machines the security staff members i tried talking to refused to speak english to me when only minutes earlier i had heard them talking decent english with another passenger finally i found someone who would talk english and explained to them why i needed to return land side all in all a somewhat unpleasant experience i recommend anyone not to use this pathetic excuse of an airport,,,,,,Neutral,Negative
Unknown,General,Anonymous,,it is unbelievable how french authorities at lyon airport seem to have fun by creating difficulties and causing passengers to waste time at passport control it makes absolutely no sense leaving egates unavailable even for eu passport holders asking all passengers to queue and wait quite long time because there are only or officers available,,,,,,Neutral,Negative
Unknown,General,Anonymous,,quite simply an mediocre airport for its customers considering that it is an international terminal immigration and security staff are brusque bordering on rude and appear to express satisfactory delight in confiscating power banks mine was only a few months old terminal is modern toilets were somewhat clean with paper and bidets however airside there is only one starbucks and a noodle shop and a guest lounge that closes at midnight i arrived there at and they wanted usd for minutes and most of the few shops close at midnight flights depart regularly throughout the night but the facilities are not there if you have a departure in the early hours the seating airside is sparse ill seldom use this airport again oh and you can not buy alcoholic drinks anywhere in the facility,,,,,,Neutral,Positive
Unknown,General,Anonymous,,arrivals to new terminal departures from old one heavy congestion could be at customs especially if there are flights there at the same time wifi is unreliable,,,,,,Neutral,Negative
Unknown,General,Anonymous,,i recently flew from montreal to halifax paying nearly for my ticket on my outbound flight there were no issues with my cabin baggage however on my return two flight attendants who stated they dont speak french and dont have to insisted i pay an extra fee for my backpack when i questioned the inconsistency they resorted to threats saying i wouldnt be allowed to board if i refused to pay the inconsistent baggage policy feels like a cash grab i expected better service professionalism and respect from this airline,,,,,,Neutral,Negative
Unknown,General,Anonymous,,my sisterinlaw sister and yearold mother flew into orlando airport last night i picked them up the flight was on time but my yearold mother is unable to walk a young man came with a wheelchair to help us get her to the parking area he rushed ahead of us and got on an elevator as others crowded into the elevator behind him we were unable to get on so my sister jumped on the elevator with him with barely any room left for her to fit and my husband told him to wait on the second floor for us the rest of us got on the next elevator the young man took my mother and led my sister somewhere other than where we requested it took us two hours to find them and the airport staff were little help when we would ask anyone for help theyd just quickly tell us a location and go back to what they were doing by the time we found them we were all somewhat stressed out as my mothers health is not good and she suffers from alzheimers disease i will not recommend this airport to anyone again,,,,,,Neutral,Negative
Unknown,General,Anonymous,,had the misfortune to travel through this cow shed last week the small quantity of multitasking staff there are more than happy to do as little as possible and ensure that esomewhatone has an unpleasant experience the customs and security staff especially behave as if they are secret police in charge of the white house rather than some backwater airfield you have to queue too long for esomewhatthing if you have to check a bag in you will have to show your passport and boarding pass to separate people at different stages who are all within meters of each other what is the point of this just jobs for the boys no doubt when you have reached the departure lounge you find not enough seats small air conditioners which are all useless you will only find a couple of vending machines which dont accept notes only coins i had to go back out through security to get some change for the vending machines the security staff members i tried talking to refused to speak english to me when only minutes earlier i had heard them talking decent english with another passenger finally i found someone who would talk english and explained to them why i needed to return land side all in all a somewhat unpleasant experience i recommend anyone not to use this pathetic excuse of an airport,,,,,,Neutral,Negative
Unknown,General,Anonymous,,how is this the airport in one of the most expensive cities in the us wifi didnt work there were only two food options and one of them didnt even have a vegetarian option and in a lot of gates people were sitting on the floor,,,,,,Neutral,Negative
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,Positive
Unknown,General,Anonymous,,the new airport is a large airy and often empty building flew to kbp and connected to rix on friday morning and we were the only flight for hours although there was no other plane at the airport instead of parking the vv atr by the gate they parked it over at the far side of the old terminal necessitating a long and completely unnecessary bus ride check in was quick and so was security there was a small cafe after domestic security and nothing else oddly the signs pointing to domestic gates didnt match the number of the gate shown for our flight looking to the terminal from the front domestic gates are to right international in middle a cab to the airport was about minutes at if you take the trolley bus i think it drops you at the old terminal so youll have a walk of a couple blocks,,,,,,Neutral,Positive
Unknown,General,Anonymous,,one of the suboptimal airlines i have ever encountered the unprofessional staff do not know how to speak in a respectful manner and have no manners at all they suddenly changed my reserved seat to give it to someone else without even asking in a professional manner they had done the same on a few previous occasions as well also some passengers not all who travel are thirdclass and do not know how to act in a decent manner toward other people if you want a good calm travel experience rarely use this airline,,,,,,Neutral,Positive
Unknown,General,Anonymous,,i felt this is a sort of makeshift airport a lot of missing and confusing information and works in progress somewhat somewhat limited seats after i cleared security which was quick i felt i was on a war scene with dozens and dozens of customers seating on the floor some of them even playing cards or having snacks seems they are used to this kind of situation gate is confusing the announcements in english are somewhat subpar and one can almost not understand anything the only somewhat positive thing from this airport is that public transport is free on weekends both ways tip local cafes serve the same quality cafe latte and snacks for half of the price if compared to international brands,,,,,,Neutral,Negative
